index plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD hash hash_hdld isSiPM engine_trig_fibres engine_data_fibres engine_ctrl_fibres dataPp0 trigPp0 dataPp0_type trigPp0_type dataPp1 trigPp1 dataPp1_type trigPp1_type dataPp2 DAQ
2674 26 10 2 bOe 1506.970 290.020 1 5 1590.700 241.700 1507.000 386.700 1423.200 338.400 1423.200 241.700 1507.000 193.300 1590.700 241.700 0.000 0.000 1 0.000 0.000 0.220 1.000 0.220 1.000 7 1 False 3 3.600 0 10.894 0 2610020 2610020 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2628 26 6 1 FM 920.920 145.010 0 6 920.900 48.300 1004.600 96.700 1004.600 193.300 920.900 241.700 837.200 193.300 837.200 96.700 920.900 48.300 1 0.000 0.000 0.520 1.000 0.461 1.000 8 0 False 3 3.600 0 8.948 0 2606010 2606010 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2640 26 7 1 FO 1088.370 145.010 0 6 1088.400 48.300 1172.100 96.700 1172.100 193.300 1088.400 241.700 1004.600 193.300 1004.600 96.700 1088.400 48.300 1 0.000 0.000 0.350 1.000 0.312 1.000 8 0 True 3 3.600 0 7.589 0 2607010 2607010 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2652 26 8 1 FO 1255.810 145.010 0 6 1255.800 48.300 1339.500 96.700 1339.500 193.300 1255.800 241.700 1172.100 193.300 1172.100 96.700 1255.800 48.300 1 0.000 0.000 0.290 1.000 0.270 1.000 8 1 False 3 3.600 0 6.587 0 2608010 2608010 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2663 26 9 1 FO 1423.250 145.010 0 6 1423.200 48.300 1507.000 96.700 1507.000 193.300 1423.200 241.700 1339.500 193.300 1339.500 96.700 1423.200 48.300 1 0.000 0.000 0.260 1.000 0.249 1.000 8 1 False 3 3.600 0 5.818 0 2609010 2609010 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2673 26 10 1 aOeT 1590.690 145.010 0 4 1590.700 48.300 1590.700 241.700 1507.000 193.300 1507.000 96.700 1590.700 48.300 0.000 0.000 0.000 0.000 1 0.000 0.000 0.157 1.000 0.157 1.000 8 1 False 3 3.600 0 5.209 0 2610010 2610010 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2615 26 5 0 FM 837.200 0.000 0 6 837.200 -96.700 920.900 -48.300 920.900 48.300 837.200 96.700 753.500 48.300 753.500 -48.300 837.200 -96.700 1 0.000 0.000 0.574 1.000 0.526 1.000 9 0 False 3 3.600 0 0.000 0 2605000 2605000 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2627 26 6 0 FO 1004.640 0.000 0 6 1004.600 -96.700 1088.400 -48.300 1088.400 48.300 1004.600 96.700 920.900 48.300 920.900 -48.300 1004.600 -96.700 1 0.000 0.000 0.412 1.000 0.359 1.000 9 0 True 3 3.600 0 0.000 0 2606000 2606000 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2639 26 7 0 FO 1172.090 0.000 0 6 1172.100 -96.700 1255.800 -48.300 1255.800 48.300 1172.100 96.700 1088.400 48.300 1088.400 -48.300 1172.100 -96.700 1 0.000 0.000 0.318 1.000 0.289 1.000 9 1 False 3 3.600 0 0.000 0 2607000 2607000 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2651 26 8 0 FO 1339.530 0.000 0 6 1339.500 -96.700 1423.200 -48.300 1423.200 48.300 1339.500 96.700 1255.800 48.300 1255.800 -48.300 1339.500 -96.700 1 0.000 0.000 0.270 1.000 0.257 1.000 9 1 False 3 3.600 0 0.000 0 2608000 2608000 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2662 26 9 0 FOe 1506.970 0.000 0 6 1507.000 -96.700 1590.700 -48.300 1590.700 48.300 1507.000 96.700 1423.200 48.300 1423.200 -48.300 1507.000 -96.700 1 0.000 0.000 0.252 1.000 0.244 1.000 9 1 False 3 3.600 0 0.000 0 2609000 2609000 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2642 26 7 3 FO 920.920 435.020 0 6 920.900 338.400 1004.600 386.700 1004.600 483.400 920.900 531.700 837.200 483.400 837.200 386.700 920.900 338.400 1 0.000 0.000 0.401 1.000 0.350 1.000 10 0 False 3 3.600 0 25.285 0 2607030 2607030 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2654 26 8 3 FO 1088.370 435.020 0 6 1088.400 338.400 1172.100 386.700 1172.100 483.400 1088.400 531.700 1004.600 483.400 1004.600 386.700 1088.400 338.400 1 0.000 0.000 0.316 1.000 0.288 1.000 10 0 True 3 3.600 0 21.787 0 2608030 2608030 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2665 26 9 3 FO 1255.810 435.020 0 6 1255.800 338.400 1339.500 386.700 1339.500 483.400 1255.800 531.700 1172.100 483.400 1172.100 386.700 1255.800 338.400 1 0.000 0.000 0.273 1.000 0.259 1.000 10 1 False 3 3.600 0 19.106 0 2609030 2609030 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2675 26 10 3 FOe 1423.250 435.020 0 6 1423.200 338.400 1507.000 386.700 1507.000 483.400 1423.200 531.700 1339.500 483.400 1339.500 386.700 1423.200 338.400 1 0.000 0.000 0.253 1.000 0.245 1.000 10 1 False 3 3.600 0 16.996 0 2610030 2610030 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2655 26 8 4 FO 1004.640 580.030 4 6 1004.600 483.400 1088.400 531.700 1088.400 628.400 1004.600 676.700 920.900 628.400 920.900 531.700 1004.600 483.400 1 0.000 0.000 0.321 1.000 0.291 1.000 11 1 False 3 3.600 0 30.000 0 2608040 2608040 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2666 26 9 4 FO 1172.090 580.030 0 6 1172.100 483.400 1255.800 531.700 1255.800 628.400 1172.100 676.700 1088.400 628.400 1088.400 531.700 1172.100 483.400 1 0.000 0.000 0.278 1.000 0.262 1.000 11 1 False 3 3.600 0 26.329 0 2609040 2609040 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2667 26 9 5 FO 1088.370 725.040 4 6 1088.400 628.400 1172.100 676.700 1172.100 773.400 1088.400 821.700 1004.600 773.400 1004.600 676.700 1088.400 628.400 1 0.000 0.000 0.279 1.000 0.262 1.000 11 0 True 3 3.600 0 33.670 0 2609050 2609050 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2676 26 10 4 FO 1339.530 580.030 0 6 1339.500 483.400 1423.200 531.700 1423.200 628.400 1339.500 676.700 1255.800 628.400 1255.800 531.700 1339.500 483.400 1 0.000 0.000 0.285 1.000 0.285 1.000 11 1 False 3 3.600 0 23.413 0 2610040 2610040 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2677 26 10 5 FO 1255.810 725.040 0 6 1255.800 628.400 1339.500 676.700 1339.500 773.400 1255.800 821.700 1172.100 773.400 1172.100 676.700 1255.800 628.400 1 0.000 0.000 0.285 1.000 0.285 1.000 11 0 False 3 3.600 0 30.000 0 2610050 2610050 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2678 26 10 6 FO 1172.090 870.050 4 6 1172.100 773.400 1255.800 821.700 1255.800 918.400 1172.100 966.700 1088.400 918.400 1088.400 821.700 1172.100 773.400 1 0.000 0.000 0.284 1.000 0.284 1.000 11 0 False 3 3.600 0 36.587 0 2610060 2610060 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2682 26 11 4 cOe 1506.970 580.030 0 3 1507.000 483.400 1423.200 628.400 1423.200 531.700 1507.000 483.400 0.000 0.000 0.000 0.000 0.000 0.000 1 0.000 0.000 0.000 0.000 0.000 0.000 11 1 False 3 3.600 0 21.052 0 2611040 2611040 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2683 26 11 5 cOe 1423.250 725.040 0 3 1423.200 628.400 1339.500 773.400 1339.500 676.700 1423.200 628.400 0.000 0.000 0.000 0.000 0.000 0.000 1 0.000 0.000 0.000 0.000 0.000 0.000 11 0 False 3 3.600 0 26.995 0 2611050 2611050 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2684 26 11 6 cOe 1339.530 870.050 0 3 1339.500 773.400 1255.800 918.400 1255.800 821.700 1339.500 773.400 0.000 0.000 0.000 0.000 0.000 0.000 1 0.000 0.000 0.000 0.000 0.000 0.000 11 0 False 3 3.600 0 33.004 0 2611060 2611060 0 0 1 1 PP0(CE-)L26/C01_FO_1_2 None A None PP1(CE-)5_FO_1_2 None Ap None PPFO(CE-)X5_5 DAQ_1_4
2583 26 2 2 gIe 167.440 290.015 4 6 83.705 338.382 83.695 316.564 232.305 230.764 251.195 241.682 251.129 338.368 167.471 386.668 83.705 338.382 2 0.000 0.000 1.935 2.000 1.935 2.000 100 0 False 6 7.200 0 60.000 1 2602020 2602021 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2595 26 3 3 FI 251.160 435.022 1 6 334.895 386.655 334.829 483.341 251.171 531.641 167.405 483.355 167.471 386.668 251.129 338.368 334.895 386.655 2 0.000 0.000 1.389 2.000 1.407 2.000 100 0 False 6 7.200 0 60.000 1 2603030 2603031 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2607 26 4 4 FI 334.880 580.029 1 6 418.645 531.714 418.579 628.400 334.921 676.700 251.155 628.414 251.171 531.641 334.829 483.341 418.645 531.714 2 0.000 0.000 1.032 2.000 1.021 2.000 100 0 True 6 7.200 0 60.000 1 2604040 2604041 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2596 26 3 4 FI 167.438 580.031 1 6 251.171 531.641 251.155 628.414 167.497 676.714 83.682 628.341 83.747 531.655 167.405 483.355 251.171 531.641 2 0.000 0.000 1.119 2.000 1.120 2.000 101 0 False 6 7.200 0 73.898 1 2603040 2603041 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2597 26 3 5 FI 83.715 725.039 2 6 167.497 676.714 167.432 773.400 83.687 821.750 0.008 773.414 -0.063 676.691 83.682 628.341 167.497 676.714 2 0.000 0.000 0.968 1.000 0.963 1.000 101 0 True 6 7.200 0 83.414 1 2603050 2603051 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2608 26 4 5 FI 251.158 725.038 1 6 334.921 676.700 334.855 773.386 251.197 821.686 167.432 773.400 167.497 676.714 251.155 628.414 334.921 676.700 2 0.000 0.000 0.922 1.000 0.922 1.000 101 0 False 6 7.200 0 70.894 1 2604050 2604051 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2572 26 1 2 dIe -0.002 290.016 4 5 -83.718 338.396 -83.729 316.578 83.695 316.564 83.705 338.382 0.047 386.682 -83.718 338.396 0.000 0.000 2 0.000 0.000 1.208 2.000 1.208 2.000 102 0 False 3 3.600 0 90.000 1 2601020 2601021 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2573 26 1 3 FI -83.725 435.025 2 6 0.047 386.682 -0.018 483.368 -83.763 531.718 -167.442 483.382 -167.463 386.746 -83.718 338.396 0.047 386.682 2 0.000 0.000 1.634 2.000 1.684 2.000 102 0 False 6 7.200 0 100.894 1 2601030 2601031 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2574 26 1 4 FI -167.438 580.028 2 6 -83.763 531.718 -83.742 628.355 -167.487 676.705 -251.166 628.368 -251.187 531.732 -167.442 483.382 -83.763 531.718 2 0.000 0.000 1.116 2.000 1.118 2.000 102 0 False 6 7.200 0 106.102 1 2601040 2601041 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2575 26 1 5 FI -251.161 725.037 2 6 -167.487 676.705 -167.466 773.341 -251.210 821.691 -334.889 773.355 -334.910 676.718 -251.166 628.368 -167.487 676.705 2 0.000 0.000 0.923 1.000 0.923 1.000 102 0 True 6 7.200 0 109.107 1 2601050 2601051 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2584 26 2 3 FI 83.718 435.023 2 6 167.471 386.668 167.405 483.355 83.747 531.655 -0.018 483.368 0.047 386.682 83.705 338.382 167.471 386.668 2 0.000 0.000 1.634 2.000 1.686 2.000 103 0 False 6 7.200 0 79.107 1 2602030 2602031 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2585 26 2 4 FI -0.005 580.032 2 6 83.747 531.655 83.682 628.341 -0.063 676.691 -83.742 628.355 -83.763 531.718 -0.018 483.368 83.747 531.655 2 0.000 0.000 1.164 2.000 1.175 2.000 103 0 False 6 7.200 0 90.000 1 2602040 2602041 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2586 26 2 5 FI -83.718 725.036 2 6 -0.063 676.691 0.008 773.414 -83.737 821.764 -167.466 773.341 -167.487 676.705 -83.742 628.355 -0.063 676.691 2 0.000 0.000 0.971 1.000 0.966 1.000 103 0 True 6 7.200 0 96.587 1 2602050 2602051 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2576 26 1 6 FM -334.883 870.046 5 6 -251.210 821.691 -251.139 918.414 -334.884 966.764 -418.613 918.341 -418.634 821.705 -334.889 773.355 -251.210 821.691 2 0.000 0.000 0.516 1.000 0.457 1.000 104 1 False 3 3.600 0 111.052 0 2601060 2601060 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2577 26 1 7 FO -418.605 1015.054 5 6 -334.884 966.764 -334.863 1063.400 -418.608 1111.750 -502.287 1063.414 -502.358 966.691 -418.613 918.341 -334.884 966.764 2 0.000 0.000 0.351 1.000 0.312 1.000 104 1 False 3 3.600 0 112.411 0 2601070 2601070 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2578 26 1 8 FO -502.328 1160.063 5 6 -418.608 1111.750 -418.587 1208.386 -502.331 1256.736 -586.010 1208.400 -586.031 1111.764 -502.287 1063.414 -418.608 1111.750 2 0.000 0.000 0.291 1.000 0.270 1.000 104 0 True 3 3.600 0 113.413 0 2601080 2601080 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2579 26 1 9 FO -586.041 1305.066 5 6 -502.331 1256.736 -502.310 1353.373 -586.055 1401.723 -669.734 1353.386 -669.755 1256.750 -586.010 1208.400 -502.331 1256.736 2 0.000 0.000 0.259 1.000 0.249 1.000 104 0 False 3 3.600 0 114.183 0 2601090 2601090 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2580 26 1 10 aOeB -669.764 1450.075 2 4 -586.034 1498.359 -753.479 1401.736 -669.734 1353.386 -586.055 1401.723 -586.034 1498.359 0.000 0.000 0.000 0.000 2 0.000 0.000 0.157 1.000 0.157 1.000 104 0 False 3 3.600 0 114.791 0 2601100 2601100 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2587 26 2 6 FM -167.441 870.044 5 6 -83.737 821.764 -83.716 918.400 -167.460 966.750 -251.139 918.414 -251.210 821.691 -167.466 773.341 -83.737 821.764 2 0.000 0.000 0.545 1.000 0.490 1.000 105 1 False 3 3.600 0 100.893 0 2602060 2602060 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2588 26 2 7 FO -251.163 1015.053 5 6 -167.460 966.750 -167.439 1063.386 -251.184 1111.736 -334.863 1063.400 -334.884 966.764 -251.139 918.414 -167.460 966.750 2 0.000 0.000 0.380 1.000 0.334 1.000 105 1 False 3 3.600 0 103.898 0 2602070 2602070 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2589 26 2 8 FO -334.885 1160.061 5 6 -251.184 1111.736 -251.163 1208.373 -334.908 1256.723 -418.587 1208.386 -418.608 1111.750 -334.863 1063.400 -251.184 1111.736 2 0.000 0.000 0.307 1.000 0.282 1.000 105 0 True 3 3.600 0 106.102 0 2602080 2602080 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2590 26 2 9 FO -418.608 1305.070 5 6 -334.908 1256.723 -334.887 1353.359 -418.631 1401.709 -502.310 1353.373 -502.331 1256.736 -418.587 1208.386 -334.908 1256.723 2 0.000 0.000 0.266 1.000 0.254 1.000 105 0 False 3 3.600 0 107.784 0 2602090 2602090 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2591 26 2 10 bOe -502.321 1450.074 2 5 -418.560 1498.432 -586.034 1498.359 -586.055 1401.723 -502.310 1353.373 -418.631 1401.709 -418.560 1498.432 0.000 0.000 2 0.000 0.000 0.219 1.000 0.219 1.000 105 0 False 3 3.600 0 109.107 0 2602100 2602100 0 0 1 1 PP0(CE-)L26/C02_FO_1_1 None A None PP1(CE-)11_FO_1_1 None Ap None PPFO(CE-)X5_14 DAQ_2_3
2598 26 3 6 FM 0.002 870.043 5 6 83.687 821.750 83.708 918.386 -0.037 966.736 -83.716 918.400 -83.737 821.764 0.008 773.414 83.687 821.750 2 0.000 0.000 0.556 1.000 0.504 1.000 106 1 False 3 3.600 0 90.000 0 2603060 2603060 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2599 26 3 7 FO -83.721 1015.051 5 6 -0.037 966.736 -0.016 1063.373 -83.760 1111.723 -167.439 1063.386 -167.460 966.750 -83.716 918.400 -0.037 966.736 2 0.000 0.000 0.401 1.000 0.350 1.000 106 1 False 3 3.600 0 94.715 0 2603070 2603070 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2600 26 3 8 FO -167.443 1160.060 5 6 -83.760 1111.723 -83.739 1208.359 -167.484 1256.709 -251.163 1208.373 -251.184 1111.736 -167.439 1063.386 -83.760 1111.723 2 0.000 0.000 0.318 1.000 0.289 1.000 106 0 True 3 3.600 0 98.213 0 2603080 2603080 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2601 26 3 9 FO -251.165 1305.069 5 6 -167.484 1256.709 -167.413 1353.432 -251.158 1401.782 -334.887 1353.359 -334.908 1256.723 -251.163 1208.373 -167.484 1256.709 2 0.000 0.000 0.273 1.000 0.258 1.000 106 0 False 3 3.600 0 100.894 0 2603090 2603090 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2602 26 3 10 FOe -334.883 1450.086 5 6 -251.158 1401.782 -251.137 1498.418 -334.881 1546.768 -418.560 1498.432 -418.631 1401.709 -334.887 1353.359 -251.158 1401.782 2 0.000 0.000 0.280 1.000 0.280 1.000 106 0 False 3 3.600 0 103.004 0 2603100 2603100 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2614 26 4 11 cOe -251.163 1595.093 1 3 -167.458 1546.755 -334.881 1546.768 -251.137 1498.418 -167.458 1546.755 0.000 0.000 0.000 0.000 0.000 0.000 2 0.000 0.000 0.000 0.000 0.000 0.000 106 0 False 3 3.600 0 98.948 0 2604110 2604110 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2609 26 4 6 FM 167.435 870.046 1 6 251.197 821.686 251.132 918.373 167.387 966.723 83.708 918.386 83.687 821.750 167.432 773.400 251.197 821.686 2 0.000 0.000 0.546 1.000 0.491 1.000 107 0 False 3 3.600 0 79.107 0 2604060 2604060 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2622 26 5 7 FO 251.155 1015.054 1 6 334.897 966.659 334.882 1063.432 251.137 1111.782 167.408 1063.359 167.387 966.723 251.132 918.373 334.897 966.659 2 0.000 0.000 0.379 1.000 0.333 1.000 107 0 True 3 3.600 0 76.102 0 2605070 2605070 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2635 26 6 8 FO 334.880 1160.070 1 6 418.647 1111.718 418.582 1208.405 334.837 1256.755 251.158 1208.418 251.137 1111.782 334.882 1063.432 418.647 1111.718 2 0.000 0.000 0.307 1.000 0.281 1.000 107 1 False 3 3.600 0 73.898 0 2606080 2606080 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2648 26 7 9 FO 418.600 1305.077 1 6 502.347 1256.691 502.282 1353.377 418.537 1401.727 334.858 1353.391 334.837 1256.755 418.582 1208.405 502.347 1256.691 2 0.000 0.000 0.267 1.000 0.254 1.000 107 1 False 3 3.600 0 72.216 0 2607090 2607090 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2661 26 8 10 bOe 502.320 1450.084 2 5 586.032 1498.437 418.608 1498.450 418.537 1401.727 502.282 1353.377 586.097 1401.750 586.032 1498.437 0.000 0.000 2 0.000 0.000 0.220 1.000 0.220 1.000 107 1 False 3 3.600 0 70.894 0 2608100 2608100 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2621 26 5 6 FM 334.878 870.045 1 6 418.621 821.673 418.555 918.359 334.897 966.659 251.132 918.373 251.197 821.686 334.855 773.386 418.621 821.673 2 0.000 0.000 0.520 1.000 0.461 1.000 108 0 False 3 3.600 0 68.948 0 2605060 2605060 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2634 26 6 7 FO 418.603 1015.061 1 6 502.371 966.732 502.305 1063.418 418.647 1111.718 334.882 1063.432 334.897 966.659 418.555 918.359 502.371 966.732 2 0.000 0.000 0.350 1.000 0.312 1.000 108 0 True 3 3.600 0 67.589 0 2606070 2606070 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2647 26 7 8 FO 502.323 1160.068 1 6 586.071 1111.705 586.005 1208.391 502.347 1256.691 418.582 1208.405 418.647 1111.718 502.305 1063.418 586.071 1111.705 2 0.000 0.000 0.290 1.000 0.270 1.000 108 1 False 3 3.600 0 66.587 0 2607080 2607080 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
2660 26 8 9 FO 586.043 1305.076 1 6 669.771 1256.677 669.755 1353.450 586.097 1401.750 502.282 1353.377 502.347 1256.691 586.005 1208.391 669.771 1256.677 2 0.000 0.000 0.260 1.000 0.249 1.000 108 1 False 3 3.600 0 65.818 0 2608090 2608090 0 0 1 1 PP0(CE-)L26/C02_FO_1_2 None A None PP1(CE-)11_FO_1_2 None Ap None PPFO(CE-)X5_16 DAQ_2_4
