plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD
13 5 8 FO 167.440 1160.060 0 6 167.400 1063.400 251.200 1111.700 251.200 1208.400 167.400 1256.700 83.700 1208.400 83.700 1111.700 167.400 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 81.787 False
13 6 8 FO 334.880 1160.060 0 6 334.900 1063.400 418.600 1111.700 418.600 1208.400 334.900 1256.700 251.200 1208.400 251.200 1111.700 334.900 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 73.898 False
13 7 8 FO 502.320 1160.060 0 6 502.300 1063.400 586.000 1111.700 586.000 1208.400 502.300 1256.700 418.600 1208.400 418.600 1111.700 502.300 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 66.587 False
13 8 8 FO 669.760 1160.060 0 6 669.800 1063.400 753.500 1111.700 753.500 1208.400 669.800 1256.700 586.000 1208.400 586.000 1111.700 669.800 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 60.000 False
13 9 8 FOe 837.200 1160.060 0 6 837.200 1063.400 920.900 1111.700 920.900 1208.400 837.200 1256.700 753.500 1208.400 753.500 1111.700 837.200 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 54.183 False
13 1 9 FOe -586.040 1305.070 0 6 -586.000 1208.400 -502.300 1256.700 -502.300 1353.400 -586.000 1401.700 -669.800 1353.400 -669.800 1256.700 -586.000 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 114.182 False
13 2 9 FO -418.600 1305.070 0 6 -418.600 1208.400 -334.900 1256.700 -334.900 1353.400 -418.600 1401.700 -502.300 1353.400 -502.300 1256.700 -418.600 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 107.784 False
13 3 9 FO -251.160 1305.070 0 6 -251.200 1208.400 -167.400 1256.700 -167.400 1353.400 -251.200 1401.700 -334.900 1353.400 -334.900 1256.700 -251.200 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 100.893 False
13 4 9 FO -83.720 1305.070 0 6 -83.700 1208.400 0.000 1256.700 0.000 1353.400 -83.700 1401.700 -167.400 1353.400 -167.400 1256.700 -83.700 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 93.670 False
13 5 9 FO 83.720 1305.070 0 6 83.700 1208.400 167.400 1256.700 167.400 1353.400 83.700 1401.700 0.000 1353.400 0.000 1256.700 83.700 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 86.330 False
13 6 9 FO 251.160 1305.070 0 6 251.200 1208.400 334.900 1256.700 334.900 1353.400 251.200 1401.700 167.400 1353.400 167.400 1256.700 251.200 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 79.107 False
13 7 9 FO 418.600 1305.070 0 6 418.600 1208.400 502.300 1256.700 502.300 1353.400 418.600 1401.700 334.900 1353.400 334.900 1256.700 418.600 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 72.216 False
13 8 9 FOe 586.040 1305.070 0 6 586.000 1208.400 669.800 1256.700 669.800 1353.400 586.000 1401.700 502.300 1353.400 502.300 1256.700 586.000 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 65.818 False
13 4 10 FOe -167.440 1450.080 0 6 -167.400 1353.400 -83.700 1401.700 -83.700 1498.400 -167.400 1546.800 -251.200 1498.400 -251.200 1401.700 -167.400 1353.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 96.587 False
13 6 10 FOe 167.440 1450.080 0 6 167.400 1353.400 251.200 1401.700 251.200 1498.400 167.400 1546.800 83.700 1498.400 83.700 1401.700 167.400 1353.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 83.413 False
13 2 0 gIe 334.880 0.000 3 6 334.900 96.700 316.000 85.800 316.000 -85.800 334.900 -96.700 418.600 -48.300 418.600 48.300 334.900 96.700 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 0.000 True
13 2 1 dIe 251.160 145.010 3 5 251.200 241.700 232.300 230.800 316.000 85.800 334.900 96.700 334.900 193.300 251.200 241.700 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 30.000 True
13 1 2 dIe 0.000 290.020 4 5 -83.700 338.400 -83.700 316.600 83.700 316.600 83.700 338.400 0.000 386.700 -83.700 338.400 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 90.000 True
13 2 2 gIe 167.440 290.020 4 6 83.700 338.400 83.700 316.600 232.300 230.800 251.200 241.700 251.200 338.400 167.400 386.700 83.700 338.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 60.000 True
13 9 0 aOe 1506.970 0.000 0 4 1507.000 -96.700 1507.000 96.700 1423.200 48.300 1423.200 -48.300 1507.000 -96.700 0.000 0.000 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 0.000 False
13 10 2 aOe 1506.970 290.020 0 4 1507.000 193.300 1507.000 386.700 1423.200 338.400 1423.200 241.700 1507.000 193.300 0.000 0.000 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 10.894 False
13 10 3 bOe 1423.250 435.020 1 5 1507.000 386.700 1423.200 531.700 1339.500 483.400 1339.500 386.700 1423.200 338.400 1507.000 386.700 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 16.996 False
13 10 5 bOe 1255.810 725.040 1 5 1339.500 676.700 1255.800 821.700 1172.100 773.400 1172.100 676.700 1255.800 628.400 1339.500 676.700 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 30.000 False
13 10 7 bOe 1088.370 1015.060 1 5 1172.100 966.700 1088.400 1111.700 1004.600 1063.400 1004.600 966.700 1088.400 918.400 1172.100 966.700 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 43.004 False
13 10 8 aOe 1004.640 1160.060 1 4 1088.400 1111.700 920.900 1208.400 920.900 1111.700 1004.600 1063.400 1088.400 1111.700 0.000 0.000 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 49.107 False
13 9 9 aOe 753.480 1305.070 1 4 837.200 1256.700 669.800 1353.400 669.800 1256.700 753.500 1208.400 837.200 1256.700 0.000 0.000 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 60.000 False
13 2 10 aOe -502.320 1450.080 2 4 -418.600 1498.400 -586.000 1401.700 -502.300 1353.400 -418.600 1401.700 -418.600 1498.400 0.000 0.000 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 109.107 False
13 3 10 bOe -334.880 1450.080 2 5 -251.200 1498.400 -418.600 1498.400 -418.600 1401.700 -334.900 1353.400 -251.200 1401.700 -251.200 1498.400 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 103.004 False
13 5 10 bOe 0.000 1450.080 2 5 83.700 1498.400 -83.700 1498.400 -83.700 1401.700 -0.000 1353.400 83.700 1401.700 83.700 1498.400 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 90.000 False
13 7 10 bOe 334.880 1450.080 2 5 418.600 1498.400 251.200 1498.400 251.200 1401.700 334.900 1353.400 418.600 1401.700 418.600 1498.400 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 76.996 False
13 8 10 aOe 502.320 1450.080 1 4 586.000 1401.700 418.600 1498.400 418.600 1401.700 502.300 1353.400 586.000 1401.700 0.000 0.000 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 70.893 False
14 3 0 FI 502.320 0.000 0 6 502.300 -96.700 586.000 -48.300 586.000 48.300 502.300 96.700 418.600 48.300 418.600 -48.300 502.300 -96.700 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 0.000 True
14 4 0 FI 669.760 0.000 0 6 669.800 -96.700 753.500 -48.300 753.500 48.300 669.800 96.700 586.000 48.300 586.000 -48.300 669.800 -96.700 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 0.000 True
14 5 0 FM 837.200 0.000 0 6 837.200 -96.700 920.900 -48.300 920.900 48.300 837.200 96.700 753.500 48.300 753.500 -48.300 837.200 -96.700 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 0.000 False
14 6 0 FM 1004.640 0.000 0 6 1004.600 -96.700 1088.400 -48.300 1088.400 48.300 1004.600 96.700 920.900 48.300 920.900 -48.300 1004.600 -96.700 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 0.000 False
14 7 0 FO 1172.090 0.000 0 6 1172.100 -96.700 1255.800 -48.300 1255.800 48.300 1172.100 96.700 1088.400 48.300 1088.400 -48.300 1172.100 -96.700 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 0.000 False
14 8 0 FO 1339.530 0.000 0 6 1339.500 -96.700 1423.200 -48.300 1423.200 48.300 1339.500 96.700 1255.800 48.300 1255.800 -48.300 1339.500 -96.700 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 0.000 False
14 3 1 FI 418.600 145.010 0 6 418.600 48.300 502.300 96.700 502.300 193.300 418.600 241.700 334.900 193.300 334.900 96.700 418.600 48.300 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 19.107 True
14 4 1 FI 586.040 145.010 0 6 586.000 48.300 669.800 96.700 669.800 193.300 586.000 241.700 502.300 193.300 502.300 96.700 586.000 48.300 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 13.898 True
14 5 1 FI 753.480 145.010 0 6 753.500 48.300 837.200 96.700 837.200 193.300 753.500 241.700 669.800 193.300 669.800 96.700 753.500 48.300 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 10.894 True
14 6 1 FM 920.920 145.010 0 6 920.900 48.300 1004.600 96.700 1004.600 193.300 920.900 241.700 837.200 193.300 837.200 96.700 920.900 48.300 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 8.948 False
14 7 1 FO 1088.370 145.010 0 6 1088.400 48.300 1172.100 96.700 1172.100 193.300 1088.400 241.700 1004.600 193.300 1004.600 96.700 1088.400 48.300 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 7.589 False
14 8 1 FO 1255.810 145.010 0 6 1255.800 48.300 1339.500 96.700 1339.500 193.300 1255.800 241.700 1172.100 193.300 1172.100 96.700 1255.800 48.300 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 6.587 False
14 9 1 FOe 1423.250 145.010 0 6 1423.200 48.300 1507.000 96.700 1507.000 193.300 1423.200 241.700 1339.500 193.300 1339.500 96.700 1423.200 48.300 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 5.818 False
14 3 2 FI 334.880 290.020 0 6 334.900 193.300 418.600 241.700 418.600 338.400 334.900 386.700 251.200 338.400 251.200 241.700 334.900 193.300 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 40.894 True
14 4 2 FI 502.320 290.020 0 6 502.300 193.300 586.000 241.700 586.000 338.400 502.300 386.700 418.600 338.400 418.600 241.700 502.300 193.300 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 30.000 True
14 5 2 FI 669.760 290.020 0 6 669.800 193.300 753.500 241.700 753.500 338.400 669.800 386.700 586.000 338.400 586.000 241.700 669.800 193.300 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 23.414 True
14 6 2 FM 837.200 290.020 0 6 837.200 193.300 920.900 241.700 920.900 338.400 837.200 386.700 753.500 338.400 753.500 241.700 837.200 193.300 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 19.107 False
14 7 2 FM 1004.640 290.020 0 6 1004.600 193.300 1088.400 241.700 1088.400 338.400 1004.600 386.700 920.900 338.400 920.900 241.700 1004.600 193.300 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 16.102 False
14 8 2 FO 1172.090 290.020 0 6 1172.100 193.300 1255.800 241.700 1255.800 338.400 1172.100 386.700 1088.400 338.400 1088.400 241.700 1172.100 193.300 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 13.898 False
14 9 2 FO 1339.530 290.020 0 6 1339.500 193.300 1423.200 241.700 1423.200 338.400 1339.500 386.700 1255.800 338.400 1255.800 241.700 1339.500 193.300 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 12.216 False
14 1 3 FI -83.720 435.020 0 6 -83.700 338.400 0.000 386.700 0.000 483.400 -83.700 531.700 -167.400 483.400 -167.400 386.700 -83.700 338.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 100.893 True
14 2 3 FI 83.720 435.020 0 6 83.700 338.400 167.400 386.700 167.400 483.400 83.700 531.700 0.000 483.400 0.000 386.700 83.700 338.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 79.107 True
14 3 3 FI 251.160 435.020 0 6 251.200 338.400 334.900 386.700 334.900 483.400 251.200 531.700 167.400 483.400 167.400 386.700 251.200 338.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 60.000 True
14 4 3 FI 418.600 435.020 0 6 418.600 338.400 502.300 386.700 502.300 483.400 418.600 531.700 334.900 483.400 334.900 386.700 418.600 338.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 46.102 True
14 5 3 FI 586.040 435.020 0 6 586.000 338.400 669.800 386.700 669.800 483.400 586.000 531.700 502.300 483.400 502.300 386.700 586.000 338.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 36.587 True
14 6 3 FM 753.480 435.020 0 6 753.500 338.400 837.200 386.700 837.200 483.400 753.500 531.700 669.800 483.400 669.800 386.700 753.500 338.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 30.000 False
14 7 3 FM 920.920 435.020 0 6 920.900 338.400 1004.600 386.700 1004.600 483.400 920.900 531.700 837.200 483.400 837.200 386.700 920.900 338.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 25.285 False
14 8 3 FO 1088.370 435.020 0 6 1088.400 338.400 1172.100 386.700 1172.100 483.400 1088.400 531.700 1004.600 483.400 1004.600 386.700 1088.400 338.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 21.787 False
14 9 3 FO 1255.810 435.020 0 6 1255.800 338.400 1339.500 386.700 1339.500 483.400 1255.800 531.700 1172.100 483.400 1172.100 386.700 1255.800 338.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 19.106 False
14 1 4 FI -167.440 580.030 0 6 -167.400 483.400 -83.700 531.700 -83.700 628.400 -167.400 676.700 -251.200 628.400 -251.200 531.700 -167.400 483.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 106.102 True
14 2 4 FI 0.000 580.030 0 6 0.000 483.400 83.700 531.700 83.700 628.400 0.000 676.700 -83.700 628.400 -83.700 531.700 0.000 483.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 90.000 True
14 3 4 FI 167.440 580.030 0 6 167.400 483.400 251.200 531.700 251.200 628.400 167.400 676.700 83.700 628.400 83.700 531.700 167.400 483.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 73.898 True
14 4 4 FI 334.880 580.030 0 6 334.900 483.400 418.600 531.700 418.600 628.400 334.900 676.700 251.200 628.400 251.200 531.700 334.900 483.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 60.000 True
14 5 4 FI 502.320 580.030 0 6 502.300 483.400 586.000 531.700 586.000 628.400 502.300 676.700 418.600 628.400 418.600 531.700 502.300 483.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 49.107 True
14 6 4 FM 669.760 580.030 0 6 669.800 483.400 753.500 531.700 753.500 628.400 669.800 676.700 586.000 628.400 586.000 531.700 669.800 483.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 40.893 False
14 7 4 FM 837.200 580.030 0 6 837.200 483.400 920.900 531.700 920.900 628.400 837.200 676.700 753.500 628.400 753.500 531.700 837.200 483.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 34.715 False
14 8 4 FO 1004.640 580.030 0 6 1004.600 483.400 1088.400 531.700 1088.400 628.400 1004.600 676.700 920.900 628.400 920.900 531.700 1004.600 483.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 30.000 False
14 9 4 FO 1172.090 580.030 0 6 1172.100 483.400 1255.800 531.700 1255.800 628.400 1172.100 676.700 1088.400 628.400 1088.400 531.700 1172.100 483.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 26.329 False
14 10 4 bOe 1339.530 580.030 1 5 1423.200 531.700 1339.500 676.700 1255.800 628.400 1255.800 531.700 1339.500 483.400 1423.200 531.700 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 23.413 False
14 1 5 FI -251.160 725.040 0 6 -251.200 628.400 -167.400 676.700 -167.400 773.400 -251.200 821.700 -334.900 773.400 -334.900 676.700 -251.200 628.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 109.107 True
14 2 5 FI -83.720 725.040 0 6 -83.700 628.400 0.000 676.700 0.000 773.400 -83.700 821.700 -167.400 773.400 -167.400 676.700 -83.700 628.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 96.587 True
14 3 5 FI 83.720 725.040 0 6 83.700 628.400 167.400 676.700 167.400 773.400 83.700 821.700 0.000 773.400 0.000 676.700 83.700 628.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 83.413 True
14 4 5 FI 251.160 725.040 0 6 251.200 628.400 334.900 676.700 334.900 773.400 251.200 821.700 167.400 773.400 167.400 676.700 251.200 628.400 0 0 0 0 0 0 0 0 -1 -1 False 6 7.200 0 70.893 True
14 5 5 FM 418.600 725.040 0 6 418.600 628.400 502.300 676.700 502.300 773.400 418.600 821.700 334.900 773.400 334.900 676.700 418.600 628.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 60.000 False
14 6 5 FM 586.040 725.040 0 6 586.000 628.400 669.800 676.700 669.800 773.400 586.000 821.700 502.300 773.400 502.300 676.700 586.000 628.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 51.052 False
14 7 5 FM 753.480 725.040 0 6 753.500 628.400 837.200 676.700 837.200 773.400 753.500 821.700 669.800 773.400 669.800 676.700 753.500 628.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 43.898 False
14 8 5 FO 920.920 725.040 0 6 920.900 628.400 1004.600 676.700 1004.600 773.400 920.900 821.700 837.200 773.400 837.200 676.700 920.900 628.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 38.213 False
14 9 5 FO 1088.370 725.040 0 6 1088.400 628.400 1172.100 676.700 1172.100 773.400 1088.400 821.700 1004.600 773.400 1004.600 676.700 1088.400 628.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 33.670 False
14 1 6 FM -334.880 870.050 0 6 -334.900 773.400 -251.200 821.700 -251.200 918.400 -334.900 966.700 -418.600 918.400 -418.600 821.700 -334.900 773.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 111.052 False
14 2 6 FM -167.440 870.050 0 6 -167.400 773.400 -83.700 821.700 -83.700 918.400 -167.400 966.700 -251.200 918.400 -251.200 821.700 -167.400 773.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 100.893 False
14 3 6 FM 0.000 870.050 0 6 0.000 773.400 83.700 821.700 83.700 918.400 0.000 966.700 -83.700 918.400 -83.700 821.700 0.000 773.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 90.000 False
14 4 6 FM 167.440 870.050 0 6 167.400 773.400 251.200 821.700 251.200 918.400 167.400 966.700 83.700 918.400 83.700 821.700 167.400 773.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 79.107 False
14 5 6 FM 334.880 870.050 0 6 334.900 773.400 418.600 821.700 418.600 918.400 334.900 966.700 251.200 918.400 251.200 821.700 334.900 773.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 68.948 False
14 6 6 FM 502.320 870.050 0 6 502.300 773.400 586.000 821.700 586.000 918.400 502.300 966.700 418.600 918.400 418.600 821.700 502.300 773.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 60.000 False
14 7 6 FO 669.760 870.050 0 6 669.800 773.400 753.500 821.700 753.500 918.400 669.800 966.700 586.000 918.400 586.000 821.700 669.800 773.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 52.411 False
14 8 6 FO 837.200 870.050 0 6 837.200 773.400 920.900 821.700 920.900 918.400 837.200 966.700 753.500 918.400 753.500 821.700 837.200 773.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 46.102 False
14 9 6 FO 1004.640 870.050 0 6 1004.600 773.400 1088.400 821.700 1088.400 918.400 1004.600 966.700 920.900 918.400 920.900 821.700 1004.600 773.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 40.894 False
14 10 6 bOe 1172.090 870.050 1 5 1255.800 821.700 1172.100 966.700 1088.400 918.400 1088.400 821.700 1172.100 773.400 1255.800 821.700 0.000 0.000 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 36.587 False
14 1 7 FO -418.600 1015.060 0 6 -418.600 918.400 -334.900 966.700 -334.900 1063.400 -418.600 1111.700 -502.300 1063.400 -502.300 966.700 -418.600 918.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 112.411 False
14 2 7 FM -251.160 1015.060 0 6 -251.200 918.400 -167.400 966.700 -167.400 1063.400 -251.200 1111.700 -334.900 1063.400 -334.900 966.700 -251.200 918.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 103.898 False
14 3 7 FM -83.720 1015.060 0 6 -83.700 918.400 0.000 966.700 0.000 1063.400 -83.700 1111.700 -167.400 1063.400 -167.400 966.700 -83.700 918.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 94.715 False
14 4 7 FM 83.720 1015.060 0 6 83.700 918.400 167.400 966.700 167.400 1063.400 83.700 1111.700 0.000 1063.400 0.000 966.700 83.700 918.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 85.285 False
14 5 7 FM 251.160 1015.060 0 6 251.200 918.400 334.900 966.700 334.900 1063.400 251.200 1111.700 167.400 1063.400 167.400 966.700 251.200 918.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 76.102 False
14 6 7 FO 418.600 1015.060 0 6 418.600 918.400 502.300 966.700 502.300 1063.400 418.600 1111.700 334.900 1063.400 334.900 966.700 418.600 918.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 67.589 False
14 7 7 FO 586.040 1015.060 0 6 586.000 918.400 669.800 966.700 669.800 1063.400 586.000 1111.700 502.300 1063.400 502.300 966.700 586.000 918.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 60.000 False
14 8 7 FO 753.480 1015.060 0 6 753.500 918.400 837.200 966.700 837.200 1063.400 753.500 1111.700 669.800 1063.400 669.800 966.700 753.500 918.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 53.413 False
14 9 7 FO 920.920 1015.060 0 6 920.900 918.400 1004.600 966.700 1004.600 1063.400 920.900 1111.700 837.200 1063.400 837.200 966.700 920.900 918.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 47.784 False
14 1 8 FO -502.320 1160.060 0 6 -502.300 1063.400 -418.600 1111.700 -418.600 1208.400 -502.300 1256.700 -586.000 1208.400 -586.000 1111.700 -502.300 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 113.413 False
14 2 8 FO -334.880 1160.060 0 6 -334.900 1063.400 -251.200 1111.700 -251.200 1208.400 -334.900 1256.700 -418.600 1208.400 -418.600 1111.700 -334.900 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 106.102 False
14 3 8 FO -167.440 1160.060 0 6 -167.400 1063.400 -83.700 1111.700 -83.700 1208.400 -167.400 1256.700 -251.200 1208.400 -251.200 1111.700 -167.400 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 98.213 False
14 4 8 FO 0.000 1160.060 0 6 0.000 1063.400 83.700 1111.700 83.700 1208.400 0.000 1256.700 -83.700 1208.400 -83.700 1111.700 0.000 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 90.000 False
14 5 8 FO 167.440 1160.060 0 6 167.400 1063.400 251.200 1111.700 251.200 1208.400 167.400 1256.700 83.700 1208.400 83.700 1111.700 167.400 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 81.787 False
14 6 8 FO 334.880 1160.060 0 6 334.900 1063.400 418.600 1111.700 418.600 1208.400 334.900 1256.700 251.200 1208.400 251.200 1111.700 334.900 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 73.898 False
14 7 8 FO 502.320 1160.060 0 6 502.300 1063.400 586.000 1111.700 586.000 1208.400 502.300 1256.700 418.600 1208.400 418.600 1111.700 502.300 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 66.587 False
14 8 8 FO 669.760 1160.060 0 6 669.800 1063.400 753.500 1111.700 753.500 1208.400 669.800 1256.700 586.000 1208.400 586.000 1111.700 669.800 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 60.000 False
14 9 8 FOe 837.200 1160.060 0 6 837.200 1063.400 920.900 1111.700 920.900 1208.400 837.200 1256.700 753.500 1208.400 753.500 1111.700 837.200 1063.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 54.183 False
14 1 9 FOe -586.040 1305.070 0 6 -586.000 1208.400 -502.300 1256.700 -502.300 1353.400 -586.000 1401.700 -669.800 1353.400 -669.800 1256.700 -586.000 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 114.182 False
14 2 9 FO -418.600 1305.070 0 6 -418.600 1208.400 -334.900 1256.700 -334.900 1353.400 -418.600 1401.700 -502.300 1353.400 -502.300 1256.700 -418.600 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 107.784 False
14 3 9 FO -251.160 1305.070 0 6 -251.200 1208.400 -167.400 1256.700 -167.400 1353.400 -251.200 1401.700 -334.900 1353.400 -334.900 1256.700 -251.200 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 100.893 False
14 4 9 FO -83.720 1305.070 0 6 -83.700 1208.400 0.000 1256.700 0.000 1353.400 -83.700 1401.700 -167.400 1353.400 -167.400 1256.700 -83.700 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 93.670 False
14 5 9 FO 83.720 1305.070 0 6 83.700 1208.400 167.400 1256.700 167.400 1353.400 83.700 1401.700 0.000 1353.400 0.000 1256.700 83.700 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 86.330 False
14 6 9 FO 251.160 1305.070 0 6 251.200 1208.400 334.900 1256.700 334.900 1353.400 251.200 1401.700 167.400 1353.400 167.400 1256.700 251.200 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 79.107 False
14 7 9 FO 418.600 1305.070 0 6 418.600 1208.400 502.300 1256.700 502.300 1353.400 418.600 1401.700 334.900 1353.400 334.900 1256.700 418.600 1208.400 0 0 0 0 0 0 0 0 -1 -1 False 3 3.600 0 72.216 False
