plane u v itype typecode x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD hash hash_hdld isSiPM engine_trig_fibres engine_data_fibres engine_ctrl_fibres dataPp0 trigPp0 dataPp0_type trigPp0_type dataPp1 trigPp1 dataPp1_type trigPp1_type dataPp2 DAQ
32 1 3 FIe MH-F2C -85.980 442.190 5.000 6 -86.000 345.500 -2.200 393.800 -2.200 490.600 -86.100 539.000 -169.800 490.600 -169.900 393.800 -86.000 345.500 4 0.914 5.000 1.221 2.000 1.234 2.000 7 0 False 6 7.200 0 101.003 1 3201030 3201031 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 1 4 FI MH-F2C -169.800 587.380 5.000 6 -169.800 490.600 -86.100 539.000 -86.000 635.800 -169.900 684.200 -253.700 635.800 -253.700 539.000 -169.800 490.600 4 0.986 5.000 0.873 1.000 0.876 1.000 7 0 False 6 7.200 0 106.124 1 3201040 3201041 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 1 5 FI MH-F2C -253.620 732.560 5.000 6 -253.700 635.800 -169.900 684.200 -169.900 780.900 -253.700 829.300 -337.500 781.000 -337.500 684.200 -253.700 635.800 4 0.824 4.000 0.627 1.000 0.631 1.000 7 0 True 6 7.200 0 109.096 1 3201050 3201051 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 1 6 FO ML-F3C -337.440 877.740 5.000 6 -337.500 781.000 -253.700 829.300 -253.600 926.100 -337.500 974.600 -421.300 926.000 -421.300 829.300 -337.500 781.000 4 0.760 2.000 0.301 1.000 0.280 1.000 21 1 False 3 3.600 0 111.029 0 3201060 3201060 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 1 7 FO ML-F3C -421.270 1022.910 5.000 6 -421.300 926.000 -337.500 974.600 -337.500 1071.300 -421.300 1119.800 -505.100 1071.300 -505.200 974.500 -421.300 926.000 4 0.724 2.000 0.257 1.000 0.248 1.000 21 1 False 3 3.600 0 112.384 0 3201070 3201070 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 1 8 FO ML-F3C -505.090 1168.100 5.000 6 -505.100 1071.300 -421.300 1119.800 -421.300 1216.500 -505.100 1264.900 -588.900 1216.500 -588.900 1119.800 -505.100 1071.300 4 0.685 2.000 0.240 1.000 0.236 1.000 21 1 False 3 3.600 0 113.384 0 3201080 3201080 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 1 9 FO ML-F3C -588.900 1313.280 5.000 6 -588.900 1216.500 -505.100 1264.900 -505.100 1361.700 -589.000 1410.000 -672.700 1361.700 -672.800 1265.000 -588.900 1216.500 4 0.677 2.000 0.230 1.000 0.228 1.000 21 0 True 3 3.600 0 114.152 0 3201090 3201090 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 1 10 FOe ML-F3C -672.720 1458.460 5.000 6 -672.700 1361.700 -589.000 1410.000 -588.900 1506.800 -672.800 1555.200 -756.600 1506.800 -756.600 1410.000 -672.700 1361.700 4 0.666 2.000 0.226 1.000 0.225 1.000 21 0 False 3 3.600 0 114.762 0 3201100 3201100 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 1 11 aOeT ML-T3C -756.540 1603.650 5.000 4 -672.800 1652.000 -840.400 1555.300 -756.600 1506.800 -672.800 1555.300 -672.800 1652.000 0.000 0.000 0.000 0.000 4 0.650 2.000 0.000 0.000 0.000 0.000 21 0 False 3 3.600 0 115.256 0 3201110 3201110 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 2 0 aIe MH-T2C 342.130 1.460 0.000 4 360.500 87.600 360.500 -84.700 425.900 -46.900 425.900 49.800 360.500 87.600 0.000 0.000 0.000 0.000 1 0.000 5.000 0.786 1.000 0.786 1.000 0 0 False 6 7.200 0 0.245 1 3202000 3202001 0 4 1 1 PP0(CE-)L32/C01_FO_1 PP0(CE-)L32/C01_FO_4 A B PP1(CE-)3_FO_1_10 PP1(CE-)3_FO_1_17 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
32 2 2 aIe MH-T2C 169.800 297.010 1.000 4 104.400 356.000 253.600 269.800 253.600 345.400 169.800 393.800 104.400 356.000 0.000 0.000 0.000 0.000 3 0.724 5.000 0.798 1.000 0.798 1.000 1 0 False 6 7.200 0 60.243 1 3202020 3202021 0 4 1 1 PP0(CE-)L32/C03_FO_1 PP0(CE-)L32/C03_FO_4 A B PP1(CE-)9_FO_1_10 PP1(CE-)9_FO_1_15 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 2 3 FIe MH-F2C 85.980 442.190 4.000 6 86.000 345.500 169.900 393.800 169.800 490.600 86.000 539.000 2.200 490.600 2.200 393.800 86.000 345.500 3 0.903 5.000 1.223 2.000 1.237 2.000 1 0 False 6 7.200 0 78.997 1 3202030 3202031 0 4 1 1 PP0(CE-)L32/C03_FO_1 PP0(CE-)L32/C03_FO_4 A B PP1(CE-)9_FO_1_10 PP1(CE-)9_FO_1_15 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 2 4 FI MH-F2C -2.160 587.380 5.000 6 -2.200 490.600 81.600 539.000 81.600 635.700 -2.300 684.200 -86.000 635.800 -86.100 539.000 -2.200 490.600 4 1.079 5.000 0.914 1.000 0.914 1.000 5 0 False 6 7.200 0 90.211 1 3202040 3202041 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 2 5 FI MH-F2C -85.980 732.560 5.000 6 -86.000 635.800 -2.300 684.200 -2.200 781.000 -86.000 829.400 -169.900 780.900 -169.900 684.200 -86.000 635.800 4 0.848 5.000 0.680 1.000 0.685 1.000 5 0 True 6 7.200 0 96.694 1 3202050 3202051 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 2 6 FO ML-F3C -169.800 877.730 5.000 6 -169.900 780.900 -86.000 829.400 -86.000 926.100 -169.900 974.600 -253.600 926.100 -253.700 829.300 -169.900 780.900 4 0.771 2.000 0.322 1.000 0.296 1.000 19 1 False 3 3.600 0 100.949 0 3202060 3202060 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 2 7 FO ML-F3C -253.620 1022.910 5.000 6 -253.600 926.100 -169.900 974.600 -169.800 1071.300 -253.700 1119.700 -337.500 1071.300 -337.500 974.600 -253.600 926.100 4 0.727 2.000 0.268 1.000 0.256 1.000 19 1 False 3 3.600 0 103.925 0 3202070 3202070 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 2 8 FO ML-F3C -337.450 1168.100 5.000 6 -337.500 1071.300 -253.700 1119.700 -253.700 1216.500 -337.500 1264.900 -421.300 1216.500 -421.300 1119.800 -337.500 1071.300 4 0.700 2.000 0.245 1.000 0.239 1.000 19 1 False 3 3.600 0 106.113 0 3202080 3202080 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 2 9 FO ML-F3C -421.270 1313.280 5.000 6 -421.300 1216.500 -337.500 1264.900 -337.500 1361.700 -421.300 1410.000 -505.100 1361.700 -505.100 1264.900 -421.300 1216.500 4 0.686 2.000 0.233 1.000 0.230 1.000 19 0 True 3 3.600 0 107.785 0 3202090 3202090 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 2 10 FO ML-F3C -505.080 1458.450 5.000 6 -505.100 1361.700 -421.300 1410.000 -421.300 1506.800 -505.100 1555.300 -588.900 1506.800 -589.000 1410.000 -505.100 1361.700 4 0.665 2.000 0.227 1.000 0.226 1.000 19 0 False 3 3.600 0 109.102 0 3202100 3202100 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 2 11 FOe ML-F3C -588.900 1603.650 5.000 6 -588.900 1506.800 -505.100 1555.300 -505.100 1652.000 -588.900 1700.500 -672.700 1652.000 -672.800 1555.200 -588.900 1506.800 4 0.665 2.000 0.250 1.000 0.250 1.000 19 0 False 3 3.600 0 110.164 0 3202110 3202110 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 3 0 FI MH-F2C 509.760 1.460 3.000 6 509.700 -95.400 593.600 -46.900 593.600 49.800 509.700 98.300 426.000 49.800 425.900 -47.000 509.700 -95.400 1 0.000 5.000 1.047 2.000 1.038 2.000 0 0 False 6 7.200 0 0.164 1 3203000 3203001 0 4 1 1 PP0(CE-)L32/C01_FO_1 PP0(CE-)L32/C01_FO_4 A B PP1(CE-)3_FO_1_10 PP1(CE-)3_FO_1_17 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
32 3 1 FIe MH-F2C 425.950 146.630 3.000 6 426.000 49.800 509.700 98.300 509.800 195.000 425.900 243.400 342.100 195.100 342.100 98.300 426.000 49.800 1 1.026 5.000 1.224 2.000 1.237 2.000 0 0 False 6 7.200 0 18.996 1 3203010 3203011 0 4 1 1 PP0(CE-)L32/C01_FO_1 PP0(CE-)L32/C01_FO_4 A B PP1(CE-)3_FO_1_10 PP1(CE-)3_FO_1_17 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
32 3 2 FIe MH-F2C 339.960 295.560 4.000 6 340.000 198.800 423.800 247.200 423.800 344.000 340.000 392.400 256.100 344.000 256.200 247.200 340.000 198.800 2 0.987 5.000 1.223 2.000 1.236 2.000 6 0 False 6 7.200 0 41.004 1 3203020 3203021 0 2 1 1 PP0(CE-)L32/C02_FO_1 PP0(CE-)L32/C02_FO_3 A A PP1(CE-)5_FO_2_6 PP1(CE-)5_FO_2_18 Ap Ap PPFO(CE-)X5_8 DAQ_1_6
32 3 3 FI MH-F2C 253.620 442.190 4.000 6 253.600 345.500 337.500 393.800 337.400 490.500 253.700 538.900 169.800 490.600 169.900 393.800 253.600 345.500 3 1.019 5.000 1.048 2.000 1.039 2.000 1 0 False 6 7.200 0 60.163 1 3203030 3203031 0 4 1 1 PP0(CE-)L32/C03_FO_1 PP0(CE-)L32/C03_FO_4 A B PP1(CE-)9_FO_1_10 PP1(CE-)9_FO_1_15 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 3 4 FI MH-F2C 169.800 587.380 4.000 6 169.800 490.600 253.700 538.900 253.700 635.800 169.900 684.200 86.000 635.700 86.000 539.000 169.800 490.600 3 1.012 5.000 0.874 1.000 0.877 1.000 3 0 False 6 7.200 0 73.876 1 3203040 3203041 0 2 1 1 PP0(CE-)L32/C03_FO_1 PP0(CE-)L32/C03_FO_3 A A PP1(CE-)9_FO_1_10 PP1(CE-)9_FO_1_22 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 3 5 FI MH-F2C 85.980 732.560 4.000 6 86.000 635.700 169.900 684.200 169.800 781.000 86.000 829.400 2.200 781.000 2.100 684.200 86.000 635.700 3 0.857 5.000 0.681 1.000 0.686 1.000 3 0 False 6 7.200 0 83.306 1 3203050 3203051 0 2 1 1 PP0(CE-)L32/C03_FO_1 PP0(CE-)L32/C03_FO_3 A A PP1(CE-)9_FO_1_10 PP1(CE-)9_FO_1_22 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 3 6 FO ML-F3C -2.160 877.730 5.000 6 -2.200 781.000 81.600 829.400 81.600 926.100 -2.200 974.500 -86.000 926.100 -86.000 829.400 -2.200 781.000 4 0.788 2.000 0.331 1.000 0.302 1.000 17 1 False 3 3.600 0 90.141 0 3203060 3203060 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 3 7 FO ML-F3C -85.980 1022.910 5.000 6 -86.000 926.100 -2.200 974.500 -2.200 1071.300 -86.100 1119.700 -169.800 1071.300 -169.900 974.600 -86.000 926.100 4 0.718 2.000 0.275 1.000 0.261 1.000 17 1 False 3 3.600 0 94.805 0 3203070 3203070 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 3 8 FO ML-F3C -169.800 1168.100 5.000 6 -169.800 1071.300 -86.100 1119.700 -86.000 1216.500 -169.900 1264.900 -253.700 1216.500 -253.700 1119.700 -169.800 1071.300 4 0.702 2.000 0.250 1.000 0.244 1.000 17 1 False 3 3.600 0 98.271 0 3203080 3203080 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 3 9 FO ML-F3C -253.630 1313.280 5.000 6 -253.700 1216.500 -169.900 1264.900 -169.800 1361.700 -253.700 1410.100 -337.500 1361.700 -337.500 1264.900 -253.700 1216.500 4 0.678 2.000 0.236 1.000 0.233 1.000 17 1 False 3 3.600 0 100.931 0 3203090 3203090 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 3 10 FO ML-F3C -337.440 1458.470 5.000 6 -337.500 1361.700 -253.700 1410.100 -253.600 1506.800 -337.500 1555.300 -421.300 1506.800 -421.300 1410.000 -337.500 1361.700 4 0.666 2.000 0.229 1.000 0.227 1.000 17 0 True 3 3.600 0 103.027 0 3203100 3203100 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 3 11 FO ML-F3C -421.260 1603.650 5.000 6 -421.300 1506.800 -337.500 1555.300 -337.500 1652.000 -421.300 1700.500 -505.100 1652.000 -505.100 1555.300 -421.300 1506.800 4 0.657 2.000 0.225 1.000 0.224 1.000 17 0 False 3 3.600 0 104.718 0 3203110 3203110 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 3 12 aOeT ML-T3C -505.080 1748.830 5.000 4 -421.300 1797.200 -588.900 1700.500 -505.100 1652.000 -421.300 1700.500 -421.300 1797.200 0.000 0.000 0.000 0.000 4 0.655 2.000 0.149 1.000 0.149 1.000 17 0 False 3 3.600 0 106.109 0 3203120 3203120 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 4 0 FI MH-F2C 677.400 1.460 3.000 6 677.400 -95.400 761.200 -46.900 761.200 49.800 677.400 98.300 593.600 49.800 593.600 -46.900 677.400 -95.400 1 0.000 5.000 0.773 1.000 0.778 1.000 0 0 True 6 7.200 0 0.123 1 3204000 3204001 0 4 1 1 PP0(CE-)L32/C01_FO_1 PP0(CE-)L32/C01_FO_4 A B PP1(CE-)3_FO_1_10 PP1(CE-)3_FO_1_17 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
32 4 1 FI MH-F2C 593.580 146.640 3.000 6 593.600 49.800 677.400 98.300 677.400 195.000 593.500 243.400 509.800 195.000 509.700 98.300 593.600 49.800 1 0.909 5.000 0.873 1.000 0.876 1.000 2 0 False 6 7.200 0 13.877 1 3204010 3204011 0 2 1 1 PP0(CE-)L32/C01_FO_1 PP0(CE-)L32/C01_FO_3 A A PP1(CE-)3_FO_1_10 PP1(CE-)3_FO_1_22 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
32 4 2 FI MH-F2C 507.600 295.560 4.000 6 507.700 198.700 591.400 247.200 591.500 343.900 507.600 392.300 423.800 344.000 423.800 247.200 507.700 198.700 2 0.951 5.000 0.915 1.000 0.915 1.000 4 0 False 6 7.200 0 30.211 1 3204020 3204021 0 2 1 1 PP0(CE-)L32/C02_FO_1 PP0(CE-)L32/C02_FO_3 A A PP1(CE-)5_FO_2_6 PP1(CE-)5_FO_2_18 Ap Ap PPFO(CE-)X5_8 DAQ_1_6
32 4 3 FI MH-F2C 423.780 440.740 4.000 6 423.800 344.000 507.600 392.300 507.600 489.200 423.800 537.500 339.900 489.100 340.000 392.400 423.800 344.000 2 0.974 5.000 0.872 1.000 0.874 1.000 6 0 False 6 7.200 0 46.124 1 3204030 3204031 0 2 1 1 PP0(CE-)L32/C02_FO_1 PP0(CE-)L32/C02_FO_3 A A PP1(CE-)5_FO_2_6 PP1(CE-)5_FO_2_18 Ap Ap PPFO(CE-)X5_8 DAQ_1_6
32 4 4 FI MH-F2C 337.440 587.380 4.000 6 337.400 490.500 421.300 539.000 421.300 635.800 337.500 684.200 253.700 635.800 253.700 538.900 337.400 490.500 3 0.898 5.000 0.775 1.000 0.780 1.000 1 0 True 6 7.200 0 60.123 1 3204040 3204041 0 4 1 1 PP0(CE-)L32/C03_FO_1 PP0(CE-)L32/C03_FO_4 A B PP1(CE-)9_FO_1_10 PP1(CE-)9_FO_1_15 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 4 5 FI MH-F2C 253.620 732.560 4.000 6 253.700 635.800 337.500 684.200 337.500 781.000 253.700 829.300 169.800 781.000 169.900 684.200 253.700 635.800 3 0.837 4.000 0.626 1.000 0.630 1.000 3 0 True 6 7.200 0 70.904 1 3204050 3204051 0 2 1 1 PP0(CE-)L32/C03_FO_1 PP0(CE-)L32/C03_FO_3 A A PP1(CE-)9_FO_1_10 PP1(CE-)9_FO_1_22 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 4 6 FO ML-F3C 169.800 877.740 1.000 6 169.800 781.000 253.700 829.300 253.600 926.100 169.800 974.500 86.000 926.100 86.000 829.400 169.800 781.000 3 0.760 2.000 0.322 1.000 0.296 1.000 13 0 False 3 3.600 0 79.051 0 3204060 3204060 0 2 1 1 PP0(CE-)L32/C03_FO_1 PP0(CE-)L32/C03_FO_3 A A PP1(CE-)9_FO_1_10 PP1(CE-)9_FO_1_22 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 4 7 FO ML-F3C 85.980 1022.910 1.000 6 86.000 926.100 169.800 974.500 169.800 1071.300 86.000 1119.700 2.200 1071.300 2.200 974.500 86.000 926.100 3 0.740 2.000 0.273 1.000 0.260 1.000 15 0 False 3 3.600 0 85.195 0 3204070 3204070 0 2 1 1 PP0(CE-)L32/C03_FO_1 PP0(CE-)L32/C03_FO_3 A A PP1(CE-)9_FO_1_10 PP1(CE-)9_FO_1_22 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 4 8 FO ML-F3C -2.160 1168.100 5.000 6 -2.200 1071.300 81.600 1119.700 81.600 1216.500 -2.200 1265.000 -86.000 1216.500 -86.100 1119.700 -2.200 1071.300 4 0.708 2.000 0.251 1.000 0.244 1.000 23 1 False 3 3.600 0 90.106 0 3204080 3204080 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 4 9 FO ML-F3C -85.980 1313.290 5.000 6 -86.000 1216.500 -2.200 1265.000 -2.200 1361.700 -86.000 1410.100 -169.800 1361.700 -169.900 1264.900 -86.000 1216.500 4 0.684 2.000 0.237 1.000 0.233 1.000 23 1 False 3 3.600 0 93.746 0 3204090 3204090 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 4 10 FO ML-F3C -169.800 1458.460 5.000 6 -169.800 1361.700 -86.000 1410.100 -86.000 1506.800 -169.900 1555.300 -253.600 1506.800 -253.700 1410.100 -169.800 1361.700 4 0.672 2.000 0.229 1.000 0.227 1.000 23 0 True 3 3.600 0 96.641 0 3204100 3204100 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 4 11 FO ML-F3C -253.620 1603.650 5.000 6 -253.600 1506.800 -169.900 1555.300 -169.800 1652.000 -253.700 1700.400 -337.500 1652.000 -337.500 1555.300 -253.600 1506.800 4 0.663 2.000 0.226 1.000 0.224 1.000 23 0 False 3 3.600 0 98.987 0 3204110 3204110 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 4 12 bOeLR ML-53C -337.440 1748.830 3.000 5 -253.600 1797.300 -421.300 1797.200 -421.300 1700.500 -337.500 1652.000 -253.700 1700.400 -253.600 1797.300 0.000 0.000 4 0.661 2.000 0.201 1.000 0.201 1.000 23 0 False 3 3.600 0 100.921 0 3204120 3204120 0 2 1 1 PP0(CE-)L32/C04_FO_1 PP0(CE-)L32/C04_FO_3 A A PP1(CE-)11_FO_2_6 PP1(CE-)11_FO_2_18 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 5 0 FO ML-F3C 845.040 1.460 0.000 6 845.000 -95.400 928.800 -46.900 928.800 49.800 845.000 98.300 761.200 49.800 761.200 -46.900 845.000 -95.400 1 0.000 2.000 0.373 1.000 0.334 1.000 8 0 False 3 3.600 0 0.099 0 3205000 3205000 0 2 1 1 PP0(CE-)L32/C01_FO_1 PP0(CE-)L32/C01_FO_3 A A PP1(CE-)3_FO_1_10 PP1(CE-)3_FO_1_22 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
32 5 1 FI MH-F2C 761.220 146.640 3.000 6 761.200 49.800 845.000 98.300 845.000 195.000 761.200 243.300 677.400 195.000 677.400 98.300 761.200 49.800 1 0.793 4.000 0.627 1.000 0.631 1.000 2 0 True 6 7.200 0 10.904 1 3205010 3205011 0 2 1 1 PP0(CE-)L32/C01_FO_1 PP0(CE-)L32/C01_FO_3 A A PP1(CE-)3_FO_1_10 PP1(CE-)3_FO_1_22 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
32 5 2 FI MH-F2C 677.400 291.820 3.000 6 677.400 195.000 761.200 243.300 761.200 340.300 677.400 388.600 593.600 340.200 593.500 243.400 677.400 195.000 1 0.806 5.000 0.681 1.000 0.686 1.000 2 0 False 6 7.200 0 23.306 1 3205020 3205021 0 2 1 1 PP0(CE-)L32/C01_FO_1 PP0(CE-)L32/C01_FO_3 A A PP1(CE-)3_FO_1_10 PP1(CE-)3_FO_1_22 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
32 5 3 FI MH-F2C 591.420 440.740 4.000 6 591.500 343.900 675.300 392.400 675.300 489.200 591.500 537.500 507.600 489.200 507.600 392.300 591.500 343.900 2 0.825 5.000 0.680 1.000 0.685 1.000 4 0 True 6 7.200 0 36.694 1 3205030 3205031 0 2 1 1 PP0(CE-)L32/C02_FO_1 PP0(CE-)L32/C02_FO_3 A A PP1(CE-)5_FO_2_6 PP1(CE-)5_FO_2_18 Ap Ap PPFO(CE-)X5_8 DAQ_1_6
32 5 4 FI MH-F2C 507.600 585.920 4.000 6 507.600 489.200 591.500 537.500 591.400 634.300 507.600 682.700 423.800 634.300 423.800 537.500 507.600 489.200 2 0.805 4.000 0.625 1.000 0.629 1.000 6 0 True 6 7.200 0 49.097 1 3205040 3205041 0 2 1 1 PP0(CE-)L32/C02_FO_1 PP0(CE-)L32/C02_FO_3 A A PP1(CE-)5_FO_2_6 PP1(CE-)5_FO_2_18 Ap Ap PPFO(CE-)X5_8 DAQ_1_6
32 5 5 FO ML-F3C 421.260 732.560 1.000 6 421.300 635.800 505.100 684.200 505.100 781.000 421.300 829.300 337.500 781.000 337.500 684.200 421.300 635.800 3 0.800 2.000 0.372 1.000 0.333 1.000 9 0 False 3 3.600 0 60.099 0 3205050 3205050 0 2 1 1 PP0(CE-)L32/C03_FO_1 PP0(CE-)L32/C03_FO_3 A A PP1(CE-)9_FO_1_10 PP1(CE-)9_FO_1_22 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
32 5 6 FO ML-F3C 337.440 877.740 1.000 6 337.500 781.000 421.300 829.300 421.300 926.100 337.500 974.500 253.600 926.100 253.700 829.300 337.500 781.000 3 0.763 2.000 0.302 1.000 0.281 1.000 11 0 False 3 3.600 0 68.971 0 3205060 3205060 0 2 1 1 PP0(CE-)L32/C03_FO_1 PP0(CE-)L32/C03_FO_3 A A PP1(CE-)9_FO_1_10 PP1(CE-)9_FO_1_22 Ap Ap PPFO(CE-)X5_18 DAQ_2_5
